0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.7119453650967104 -0.33310465947702855 -0.2810267305009518 -0.2835786325139853 -0.2706259042558427 -0.26300328786535954 -0.6487347223401672 0.0 1.0 0.0 1
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 -0.33403748485524115 -0.16807343153112558 -0.27538656847021764 -0.2417707085098513 0.21715824908070328 -0.2242046757208368 -0.6487347223401672 0.0 0.0 0.0 2
0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 2.0368569750358487 -0.26800059707635127 1.9599976497107467 -0.2835786325139853 5.695622892929779 -0.21979574252259557 -0.022268276961021034 0.0 0.0 1.0 3
0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.29355222511592977 -0.33310465947702855 0.523009701213704 0.33685095970736284 2.687176366158295 -0.09281846641324847 -0.022268276961021034 0.0 0.0 0.0 3
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 -0.8918950048296153 0.12565187325332555 -0.2371588035952418 -0.031058771529016094 0.23137418068978294 -0.26123971458606304 -0.6487347223401672 0.0 0.0 0.0 4
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.0 1.0606063150806941 -0.33310465947702855 0.021661965148447117 -0.2835786325139853 -0.012073648115706317 -0.26300328786535954 -0.6487347223401672 0.0 1.0 0.0 5
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 -0.19457310486164758 -0.2695146450391577 0.6834409767545863 -0.2785616816334892 -0.2706259042558427 -0.26300328786535954 -0.022268276961021034 0.0 0.0 0.0 6
1 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 -0.05510872486805407 -0.33310465947702855 -0.2810267305009518 -0.2835786325139853 -0.2706259042558427 -0.26300328786535954 -0.022268276961021034 1.0 0.0 0.0 6
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.4330166051095233 -0.33310465947702855 0.21092073551308163 -0.2551492441911742 -0.07871082753326725 -0.26300328786535954 -0.6487347223401672 0.0 0.0 0.0 7
1 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 -1.0313593848232088 -0.33310465947702855 -0.2810267305009518 -0.2835786325139853 -0.2706259042558427 -0.26300328786535954 0.604198168418125 1.0 1.0 0.0 8
1 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0 0.3632844151127265 -0.33310465947702855 -0.2810267305009518 -0.2835786325139853 -0.2706259042558427 -0.26300328786535954 0.604198168418125 1.0 1.0 0.0 8
1 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 1.130338505077491 -0.27405678892757707 4.29063793774411 0.7014160570234111 -0.17289137444342004 -0.1536617445489773 0.604198168418125 0.0 1.0 0.0 8
1 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 1.0 0.22382003511913298 -0.22257915819215776 -0.2810267305009518 1.5944333137517128 -0.2706259042558427 -0.16336139758510798 -0.6487347223401672 0.0 1.0 0.0 9
